Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	function	pronoun	ppron	i	we	you	shehe	they	ipron	article	prep	auxverb	adverb	conj	negate	verb	adj	compare	interrog	number	quant	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	percept	see	hear	feel	bio	body	health	sexual	ingest	drives	affiliation	achieve	power	reward	risk	focuspast	focuspresent	focusfuture	relativ	motion	space	time	work	leisure	home	money	relig	death	informal	swear	netspeak	assent	nonflu	filler	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
115.txt	1	877	14.63	45.46	63.26	49.09	877.00	9.92	89.17	53.82	20.07	12.54	7.07	1.48	2.74	0.23	1.03	7.53	3.88	9.24	11.63	7.18	6.61	2.85	21.21	3.99	1.14	1.82	1.48	2.28	5.59	3.42	2.17	0.46	0.23	0.46	9.01	0.00	0.46	0.11	0.34	11.63	1.94	1.60	1.48	3.76	1.03	3.88	6.39	2.28	1.25	2.39	4.22	1.94	0.57	0.00	1.71	6.16	1.94	1.03	1.37	1.48	0.46	1.71	16.19	2.74	11.86	3.19	5.25	3.53	0.80	2.62	0.68	0.34	0.23	0.11	4.90	0.57	1.25	1.71	1.37	0.00	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.61	0.00	0.00
14.txt	1	1890	34.63	64.85	64.49	93.88	1890.00	12.43	89.84	56.14	19.84	12.38	6.08	1.90	2.91	0.79	0.69	7.46	5.77	12.22	10.58	5.87	5.29	2.43	20.90	4.23	2.43	1.48	1.01	2.17	6.83	5.61	1.22	0.21	0.42	0.21	10.90	0.53	0.37	0.26	1.22	11.80	2.65	1.69	1.22	3.07	1.27	3.23	3.17	1.38	0.79	0.90	2.86	0.74	0.74	0.05	1.22	8.10	3.02	0.85	1.90	2.38	0.37	3.33	14.81	1.59	13.28	3.17	6.72	3.54	0.79	1.85	0.42	0.37	0.32	0.21	2.33	0.16	0.16	1.22	0.69	0.16	4.92	0.00	0.00	0.05	0.00	0.00	0.00	0.16	0.00	4.66	0.00	0.05
28.txt	1	1494	19.52	72.65	46.10	69.91	1494.00	8.77	92.97	59.50	20.75	13.19	5.56	2.34	2.28	2.14	0.87	7.50	5.56	12.25	10.17	8.70	8.37	2.34	22.22	4.48	3.48	1.20	0.94	2.41	5.89	4.08	1.74	0.40	0.27	0.54	12.32	0.27	0.94	0.47	3.08	11.65	2.01	1.81	1.74	3.08	1.34	2.88	2.14	0.94	0.60	0.54	1.47	0.54	0.07	0.00	0.47	8.57	3.15	1.27	1.67	2.61	0.27	2.95	16.33	2.28	13.86	4.08	6.02	3.95	0.40	0.94	1.47	0.47	0.13	0.00	3.08	0.13	0.33	1.81	0.60	0.13	6.56	0.00	0.00	0.07	0.00	0.00	0.00	0.27	0.00	6.16	0.00	0.07
277.txt	1	2187	8.54	39.18	86.33	61.32	2187.00	11.52	93.14	63.92	19.57	12.85	8.18	1.78	1.23	0.37	1.28	6.72	4.80	11.75	12.25	10.79	11.52	2.10	21.76	3.61	3.06	1.33	0.69	2.42	4.98	3.38	1.51	0.14	0.32	0.27	9.19	0.73	0.41	0.82	0.41	13.17	2.24	1.60	1.42	2.97	1.78	4.62	2.65	1.37	0.55	0.73	1.92	0.37	0.50	0.09	0.69	7.82	3.25	0.91	1.42	2.24	0.37	4.76	15.04	2.10	14.31	2.61	6.77	5.26	0.37	1.97	0.41	0.46	0.14	0.00	1.65	0.05	0.27	0.78	0.46	0.05	6.81	0.00	0.00	0.05	0.00	0.00	0.00	0.32	0.00	6.45	0.00	0.00
263.txt	1	2659	27.92	83.13	70.87	77.08	2659.00	10.87	91.88	59.23	21.10	12.82	4.78	2.63	4.25	0.56	0.60	8.27	6.51	12.11	11.13	7.86	5.27	1.96	21.25	3.54	2.14	2.03	1.17	1.62	6.05	4.40	1.62	0.08	0.53	0.53	12.30	0.71	0.26	0.34	0.94	11.70	2.71	1.88	1.32	2.37	1.47	2.71	3.23	1.88	0.56	0.68	1.96	0.64	0.71	0.45	0.30	9.06	3.61	1.17	2.37	2.44	0.30	4.85	15.19	1.58	15.98	2.52	8.24	5.72	0.79	1.17	0.68	0.34	0.08	0.08	2.71	0.15	0.19	1.47	0.86	0.04	4.81	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	4.66	0.00	0.00
288.txt	1	2024	35.52	65.38	86.50	80.41	2024.00	12.60	89.18	56.37	16.16	10.92	4.35	3.31	1.93	0.64	0.69	5.24	6.13	12.60	8.75	9.88	8.15	1.48	20.26	3.75	2.17	1.68	1.98	1.63	4.64	3.80	0.79	0.15	0.20	0.20	8.60	0.05	0.40	0.20	1.28	10.92	2.62	1.14	1.04	2.27	0.89	3.95	3.31	2.27	0.25	0.54	1.68	0.69	0.10	0.00	0.84	7.76	3.66	0.54	1.53	2.17	0.05	4.74	13.29	2.52	18.38	4.30	9.29	5.48	0.25	2.12	0.69	0.49	0.00	0.00	1.98	0.10	0.35	0.94	0.54	0.05	5.04	0.00	0.00	0.05	0.00	0.00	0.00	0.15	0.00	4.84	0.00	0.00
275.txt	1	1436	16.65	82.11	59.37	94.65	478.67	11.00	90.60	56.48	19.36	12.81	4.81	4.74	2.72	0.00	0.56	6.55	3.69	11.56	9.61	9.40	8.98	1.95	21.38	4.94	2.86	1.32	1.67	3.55	5.78	5.15	0.63	0.21	0.00	0.28	12.12	0.28	0.63	0.21	0.70	13.02	1.95	2.09	1.11	2.37	2.65	3.62	4.32	2.37	1.25	0.70	1.95	1.18	0.49	0.00	0.14	9.47	6.13	0.84	1.32	1.39	0.14	4.60	15.39	1.95	13.16	2.51	4.87	6.06	1.04	2.02	0.07	0.14	0.07	0.07	2.72	0.00	0.14	1.67	0.84	0.21	5.29	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.01	0.00	0.00
261.txt	1	1917	19.89	50.42	72.69	95.25	958.50	11.32	90.14	58.89	18.31	11.16	6.52	2.19	1.30	0.31	0.83	7.15	4.85	12.73	11.11	9.60	9.60	1.30	20.14	5.22	2.45	1.56	1.20	2.82	5.43	5.01	0.37	0.16	0.05	0.00	8.09	0.26	0.31	0.37	0.47	11.16	1.30	1.41	1.20	2.61	1.83	3.60	2.66	1.10	0.21	0.57	3.81	0.68	0.37	0.00	1.93	8.76	3.60	1.67	1.20	2.56	0.16	3.70	14.81	1.93	14.71	2.35	7.41	5.11	0.83	1.46	0.47	0.21	0.00	0.05	2.14	0.05	0.05	1.25	0.63	0.05	6.10	0.21	0.00	0.05	0.00	0.00	0.00	0.16	0.00	5.69	0.00	0.00
249.txt	1	2501	19.17	63.92	80.64	95.60	2501.00	10.52	90.60	57.02	19.95	13.31	7.36	2.72	1.40	0.96	0.88	6.64	5.12	11.28	11.00	9.04	8.20	0.92	21.79	5.36	3.24	1.96	1.32	1.88	5.68	5.20	0.48	0.08	0.08	0.24	10.64	0.04	0.56	2.00	0.48	10.32	2.08	1.36	0.80	2.08	1.84	2.88	3.96	2.40	0.44	0.96	3.08	1.68	0.12	0.20	1.00	7.84	3.84	0.72	1.68	1.76	0.12	4.04	14.87	2.44	15.63	4.20	6.48	5.56	0.56	1.80	0.72	0.32	0.40	0.00	2.76	0.04	1.20	0.76	0.76	0.00	6.84	0.00	0.00	0.08	0.00	0.00	0.00	0.16	0.00	6.60	0.00	0.00
16.txt	1	2363	11.66	64.06	63.73	96.09	2363.00	11.72	90.18	56.83	20.61	12.82	6.43	3.55	1.74	0.38	0.72	7.74	4.32	9.73	10.50	8.68	10.07	1.40	21.71	4.27	2.20	2.12	1.14	2.29	5.92	5.37	0.55	0.00	0.13	0.25	9.78	0.13	0.51	0.42	0.47	12.40	2.24	2.12	1.44	3.00	0.97	3.64	4.74	3.09	0.59	0.93	3.13	1.18	0.47	0.00	0.59	9.90	4.99	1.10	1.27	2.96	0.08	3.98	15.32	2.50	12.61	2.67	5.42	5.12	1.69	1.44	0.59	0.21	0.25	0.04	2.41	0.00	0.51	0.68	1.14	0.04	5.25	0.00	0.00	0.08	0.00	0.00	0.00	0.08	0.00	5.08	0.00	0.00
103.txt	1	2870	15.10	27.22	90.05	89.72	2870.00	9.76	92.89	61.85	21.05	12.44	8.89	0.87	1.81	0.45	0.42	8.50	4.98	12.96	11.60	9.76	8.64	1.85	21.53	4.70	3.48	1.60	0.98	2.33	5.71	4.74	0.91	0.07	0.14	0.10	6.48	0.21	0.31	0.45	0.42	11.78	2.09	1.39	1.29	3.03	1.18	4.39	3.31	2.13	0.49	0.59	2.51	0.87	0.07	0.07	1.15	6.10	1.88	0.91	1.53	1.78	0.21	3.14	16.45	2.75	15.09	2.89	6.93	5.40	0.56	0.77	0.80	0.42	0.10	0.00	1.50	0.10	0.10	0.63	0.63	0.03	6.17	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	5.85	0.00	0.03
117.txt	1	1105	22.97	76.00	42.78	78.76	1105.00	10.23	90.50	58.46	20.36	10.59	3.53	3.89	2.17	0.81	0.18	9.77	6.06	11.67	11.95	7.78	7.15	1.36	22.62	5.61	3.53	1.99	0.81	2.90	5.07	3.98	1.09	0.09	0.36	0.27	9.68	0.27	0.09	0.09	1.09	11.76	2.08	1.63	0.63	3.44	1.00	3.71	3.80	2.26	0.27	1.00	1.27	0.36	1.00	0.09	0.18	9.95	4.52	0.81	2.17	2.62	0.18	3.44	15.93	1.90	12.04	2.71	6.24	3.17	1.18	0.72	2.08	0.54	0.09	0.18	3.35	0.09	0.81	1.54	0.90	0.00	5.34	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	5.07	0.00	0.00
301.txt	1	2088	14.29	44.48	73.72	74.78	2088.00	10.73	91.52	60.44	20.16	12.02	6.85	2.01	1.92	0.29	0.96	8.14	4.79	12.21	11.45	9.96	8.96	1.92	21.46	4.50	3.11	1.48	1.15	3.40	4.07	3.35	0.72	0.05	0.00	0.24	7.85	0.14	0.00	0.24	0.34	14.18	2.01	2.16	1.01	3.26	1.92	4.41	3.35	1.68	0.43	0.43	1.29	0.48	0.10	0.05	0.38	6.70	2.68	0.86	1.58	1.63	0.19	2.97	16.28	2.44	12.84	3.02	5.99	4.41	1.05	1.01	0.34	0.29	0.00	0.00	2.49	0.00	0.72	1.25	0.38	0.05	6.08	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	5.94	0.00	0.00
315.txt	1	1441	15.05	60.95	70.43	91.88	1441.00	9.92	91.12	57.88	20.96	13.53	7.08	1.67	3.96	0.42	0.42	7.43	3.89	11.31	10.13	8.61	8.74	1.73	19.29	4.86	3.40	0.90	1.53	2.01	5.55	4.79	0.69	0.00	0.28	0.07	9.85	0.62	0.69	0.90	0.83	11.24	1.67	1.80	1.60	2.43	1.39	3.75	2.43	1.32	0.21	0.62	2.08	1.04	0.35	0.00	0.56	6.25	2.43	0.83	1.60	1.73	0.00	1.80	16.10	2.36	13.74	2.85	6.52	4.72	1.32	0.83	0.28	0.83	0.42	0.07	4.44	0.14	0.56	1.94	1.60	0.07	6.04	0.00	0.00	0.07	0.00	0.00	0.00	0.62	0.00	5.34	0.00	0.00
329.txt	1	5223	18.29	37.95	78.96	82.62	2611.50	11.24	91.31	58.68	19.20	11.32	6.95	0.61	2.28	0.98	0.50	7.87	5.36	11.56	11.14	8.33	9.25	2.16	20.95	4.58	2.76	1.63	1.34	2.58	5.71	4.42	1.24	0.21	0.29	0.31	7.75	0.73	0.13	1.01	0.52	12.25	2.09	1.30	1.28	2.99	1.80	4.31	3.48	1.07	0.82	1.30	2.51	1.15	0.65	0.13	0.48	5.74	1.24	0.59	1.84	2.14	0.23	3.37	14.76	2.43	14.74	3.04	6.32	5.51	0.88	1.21	0.77	0.27	0.38	0.06	2.60	0.29	0.29	1.17	0.78	0.10	6.30	0.04	0.00	0.02	0.00	0.00	0.00	0.23	0.00	5.97	0.00	0.04
328.txt	1	479	22.89	63.88	76.13	98.80	239.50	7.72	90.19	53.44	19.00	11.90	5.85	2.09	2.92	0.21	0.84	7.10	6.26	8.77	11.69	8.98	4.38	1.88	22.76	3.55	1.67	2.09	2.30	1.88	7.52	6.68	0.84	0.00	0.42	0.21	10.02	0.42	0.21	0.63	0.42	12.32	1.46	2.09	1.88	3.13	1.67	3.55	3.55	1.88	0.84	0.84	2.09	0.00	0.21	0.00	1.46	8.35	3.76	0.84	1.67	1.88	0.63	3.34	17.75	1.67	16.49	4.38	6.68	6.05	0.21	1.46	0.21	0.21	0.42	0.42	4.80	0.21	1.04	2.30	1.67	0.00	7.52	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.89	0.00	0.21
314.txt	1	5260	17.03	38.32	77.78	74.61	2630.00	11.08	90.59	58.40	20.93	12.62	7.66	1.03	2.17	1.10	0.67	8.31	5.19	11.20	12.00	6.65	8.40	2.24	22.11	4.09	2.51	1.75	1.10	2.93	5.30	3.94	1.31	0.30	0.46	0.10	7.95	0.82	0.15	1.29	0.32	12.05	2.28	1.50	1.54	2.79	1.43	3.94	3.65	1.94	0.49	0.95	2.00	0.72	0.53	0.13	0.57	5.84	1.77	0.80	1.35	1.98	0.27	4.20	15.29	2.41	14.35	2.72	6.69	5.25	1.03	1.33	0.87	0.49	0.19	0.02	2.53	0.27	0.42	0.76	0.95	0.15	7.13	0.08	0.00	0.06	0.00	0.00	0.00	0.30	0.00	6.60	0.00	0.10
300.txt	1	1115	19.29	81.99	81.05	89.12	557.50	12.38	89.78	58.03	18.57	12.91	4.84	4.75	2.78	0.27	0.27	5.65	5.11	10.76	9.87	9.78	9.06	1.26	20.99	4.84	2.24	1.70	0.45	2.06	5.92	4.84	1.08	0.18	0.18	0.36	11.39	0.00	0.27	0.54	0.27	10.76	1.88	1.79	0.81	1.52	1.97	3.68	3.50	2.06	0.72	0.63	2.33	0.72	0.63	0.00	0.63	11.03	5.74	1.52	1.88	3.14	0.27	3.32	15.25	2.87	16.95	3.23	6.91	7.44	0.81	1.35	0.72	0.09	0.09	0.00	1.61	0.00	0.27	0.90	0.63	0.00	5.83	0.18	0.00	0.00	0.00	0.00	0.00	0.18	0.00	5.47	0.00	0.00
116.txt	1	2043	11.66	21.67	88.77	73.32	2043.00	10.08	92.17	60.06	19.87	11.94	9.50	0.15	2.06	0.00	0.24	7.93	3.38	11.89	10.57	9.25	11.36	1.42	19.73	3.48	2.99	1.47	1.37	2.59	3.62	3.08	0.54	0.10	0.00	0.15	4.41	0.10	0.83	0.00	0.88	13.85	2.74	2.10	1.76	3.28	1.47	3.48	3.18	1.62	0.15	1.17	1.03	0.64	0.10	0.00	0.29	4.50	0.54	0.73	1.81	1.52	0.10	3.23	14.00	3.82	14.34	2.06	6.31	5.97	1.66	1.13	0.64	0.20	0.20	0.00	5.53	0.05	0.49	1.62	3.33	0.10	5.29	0.00	0.00	0.44	0.00	0.00	0.00	0.15	0.00	4.60	0.00	0.10
102.txt	1	1509	41.46	50.80	89.41	85.84	1509.00	12.59	90.52	58.18	17.30	10.40	6.49	0.73	2.78	0.07	0.33	6.83	6.49	14.31	8.75	8.75	8.81	0.73	17.69	5.37	3.45	1.66	0.86	2.39	4.11	3.78	0.33	0.07	0.00	0.13	7.49	0.07	0.60	0.07	0.60	11.33	1.86	1.66	1.33	3.45	1.19	3.58	2.85	1.46	0.46	0.93	1.19	0.27	0.27	0.00	0.53	5.30	1.46	1.06	1.26	1.99	0.27	4.04	12.52	1.52	17.96	2.98	9.28	6.03	1.92	3.58	0.53	1.19	0.13	0.00	1.26	0.00	0.13	0.80	0.33	0.00	3.91	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.78	0.00	0.00
17.txt	1	2387	11.60	64.24	80.80	83.75	2387.00	9.84	94.18	59.87	21.28	13.66	6.87	2.26	2.43	1.55	0.54	7.62	3.56	11.77	11.90	8.21	9.05	2.14	22.25	4.40	4.90	2.18	2.09	2.47	5.70	4.48	1.21	0.13	0.38	0.04	12.61	0.96	0.96	1.59	1.51	13.62	3.52	1.93	1.01	2.43	1.42	4.40	2.64	1.17	0.80	0.50	1.59	0.42	0.46	0.13	0.29	8.04	3.56	0.75	2.64	1.34	0.21	6.07	14.50	2.05	13.99	2.26	5.74	6.37	2.26	1.68	0.25	0.34	0.04	0.00	2.93	0.25	0.88	1.05	0.54	0.13	6.66	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	6.28	0.00	0.13
